Title,Author,Availability,Genre,Old Price,Cover Image URL,Koala Shop Price,Antoine Shop Price,The Circle Bookshop Price
"Reclaiming Body Trust (break Free Form A Culture Of Body Perfection, Disordered Eating, & Other Traumas)",Not Available,Out of stock,Self Help,,,,$ 18.00,
Borderline Personality Disorder Workbook (dbt Strategies And Exercises To Manage Symptoms And Improve Well-being),Not Available,Out of stock,Self Help,,,,$ 17.99,
"Brand It Like Serhant (stand Out From The Crowd, Build Your Following And Earn More Money)",Not Available,Out of stock,Self Help,,,,$ 22.26,
Doing It All (stop Over-functioning And Become The Mom And Person You're Meant To Be),Not Available,Out of stock,Self Help,,,,$ 19.64,
"What Women Want (conversations On Desire, Power, Love And Growth)",Not Available,Out of stock,Self Help,,,,$ 14.40,
The Highest Level Of Enlightenment (transcend The Levels Of Consciousness For Total Self-realization),Not Available,Out of stock,Self Help,,,,$ 14.40,
Hbr Guide To Your Job Search,Not Available,Out of stock,Self Help,,,,$ 21.95,
Fight Right (how Successful Couples Turn Conflict Into Connection),Not Available,Out of stock,Self Help,,,,$ 22.26,
How To Think Like A Philosopher (essential Principles For Clearer Thinking),Not Available,Out of stock,Self Help,,,,$ 14.40,
Come Together (the Science (and Art) Of Creating Lasting Sexual Connections ),Not Available,Out of stock,Self Help,,,,$ 22.26,
Me Vs Brain (an Overthinker’s Guide To Life),Not Available,Out of stock,Self Help,,,,$ 14.40,
Attention Span (finding Focus For A Fulfilling Life),Not Available,Out of stock,Self Help,,,,$ 14.40,
A Random Walk Down Wall Street (the Best Investment Guide That Money Can Buy),Not Available,Out of stock,Self Help,,,,$ 24.20,
Secure Love (create A Relationship That Lasts A Lifetime),Not Available,Out of stock,Self Help,,,,$ 20.89,
"Change Your Diet, Change Your Mind (a Powerful Plan To Improve Mood, Overcome Anxiety And Protect Memory For A Lifetime Of Optimal Mental Health)",Not Available,Out of stock,Self Help,,,,$ 22.26,
"50 Ways To More Calm, Less Stress (scientifically Proven Ways To Relieve Anxiety And Boost Your Mental Health Using Your Five Senses)",Not Available,Out of stock,Self Help,,,,$ 18.99,
Heal Your Nervous System (the 5–stage Plan To Reverse Nervous System Dysregulation),Not Available,Out of stock,Self Help,,,,$ 26.19,
Negative Thoughts Happen (how To Find Your Inner Ally When Your Inner Critic Shows Up),Not Available,Out of stock,Self Help,,,,$ 22.26,
You Are Not Alone (navigating Mental Illness And The Journey To Recovery),Not Available,Out of stock,Self Help,,,,$ 14.40,
Infectious Generosity (the Ultimate Idea Worth Spreading),Not Available,Out of stock,Self Help,,,,$ 22.26,
"Setting Boundaries That Stick (how Neurobiology Can Help You Rewire Your Brain To Feel Safe, Connected, And Empowered)",Not Available,Out of stock,Self Help,,,,$ 22.26,
Managing Your Anxiety (hbr Emotional Intelligence Series),Not Available,Out of stock,Self Help,,,,$ 19.99,
"Fluke (chance, Chaos, And Why Everything We Do Matters)",Not Available,Out of stock,Self Help,,,,$ 18.00,
The Emotion Trap,Not Available,Out of stock,Self Help,,,,$ 19.64,
"How To Be A Founder (how Entrepreneurs Can Identify, Fund And Launch Their Best Ideas)",Not Available,Out of stock,Self Help,,,,$ 18.73,
The Imposter Cure (how To Stop Feeling Like A Fraud And Escape The Mind-trap Of Imposter Syndrome),Not Available,Out of stock,Self Help,,,,$ 14.40,
The Shadow Work Journal,Not Available,Out of stock,Self Help,,,,$ 19.64,
Upshift (turning Pressure Into Performance And Crisis Into Creativity),Not Available,Out of stock,Self Help,,,,$ 14.40,
"Good Habits, Bad Habits (how To Make Positive Changes That Stick)",Not Available,Out of stock,Self Help,,,,$ 15.84,
Hbr Guide To Navigating The Toxic Workplace,Not Available,Out of stock,Self Help,,,,$ 24.15,
The Psychopath Test (a Journey Through The Madness Industry),Not Available,Out of stock,Self Help,,,,$ 14.40,
Not The End Of The World (how We Can Be The First Generation To Build A Sustainable Planet),Not Available,Out of stock,Self Help,,,,$ 28.82,
Thoughts And Feelings (volume One),Not Available,Out of stock,Self Help,,,,$ 37.23,
Your Pocket Therapist (break Free From Old Patterns And Transform Your Life),Not Available,Out of stock,Self Help,,,,$ 19.64,
Living The Artist's Way (an Intuitive Path To Greater Creativity),Not Available,Out of stock,Self Help,,,,$ 20.00,
Hbr's 10 Must Reads On Leading With Purpose,Not Available,Out of stock,Self Help,,,,$ 26.95,
"Cher (the Memoir, Part One)",Not Available,Out of stock,Self Help,,,,$ 25.92,
I Decided To Live As Me (an Illustrated Checklist For How To Stop Comparing Yourself To Others So You Can Learn To Love Yourself),Not Available,Out of stock,Self Help,,,,$ 23.10,
"People, Performance, And Succeeding As A Manager (hbr Work Smart Series)",Not Available,Out of stock,Self Help,,,,$ 22.00,
"Writing, Presenting, And Communicating With Confidence (hbr Work Smart Series)",Not Available,Out of stock,Self Help,,,,$ 22.00,
"Day Trading 101, 2nd Edition (from Understanding Risk Management And Creating Trade Plans To Recognizing Market Patterns And Using Automated Software, An Essential Primer In Modern Day Trading)",Not Available,Out of stock,Self Help,,,,$ 16.99,
"Surrounded By Liars (how To Stop Half-truths, Deception, And Storytelling From Ruining Your Life)",Not Available,Out of stock,Self Help,,,,$ 20.00,
"Improve Your Memory (with The Astonishing Memory Palace Technique: Includes 52 Cards, 64-page Book, And A Fold-out Memory Map Poster)",Not Available,Out of stock,Self Help,,,,$ 24.48,
"'know Thyself' (what You Needed In Your Past & What You Need Now; Your Unique Early Memories, The Healing Is Within You)",Not Available,Out of stock,Self Help,,,,$ 39.70,
"The Intelligent Investor, 3rd Ed. (the Definitive Book On Value Investing)",Not Available,Out of stock,Self Help,,,,$ 43.23,
The Intelligent Investor Third Edition (the Definitive Book On Value Investing),Not Available,Out of stock,Self Help,,,,$ 28.59,
How To Tell A Story (the Essential Guide To Memorable Storytelling From The Moth),Not Available,Out of stock,Self Help,,,,$ 15.84,
"This Is Strategy (make Better Plans (create A Strategy To Elevate Your Career, Community & Life - College Graduation Gift))",Not Available,Out of stock,Self Help,,,,$ 25.61,
The Subtle Art Of Not Giving A F*ck / Everything Is F*cked Box Set,Not Available,Out of stock,Self Help,,,,$ 53.99,
Rich Routines (simple Habits That Enrich Every Area Of Your Life),Not Available,Out of stock,Self Help,,,,$ 36.64,
"80/20 Daily (your Day-by-day Guide To Happier, Healthier, Wealthier, And More Successful Living)",Not Available,Out of stock,Self Help,,,,$ 23.04,
Surrounded By Liars (how To Stop Lies And Half-truths Ruining Your Life),Not Available,Out of stock,Self Help,,,,$ 15.84,
Women Living Deliciously (the Life-changing Book Every Woman Deserves),Not Available,Out of stock,Self Help,,,,$ 28.82,
Women Living Deliciously,Not Available,Out of stock,Self Help,,,,$ 27.76,
"7 Rules Of Self-reliance (how To Stay Low, Keep Moving, Invest In Yourself, And Own Your Future)",Not Available,Out of stock,Self Help,,,,$ 32.74,
"The 6 Phase Meditation Method (the Proven Technique To Supercharge Your Mind, Manifest Your Goals, And Make Magic In Minutes A Day)",Not Available,Out of stock,Self Help,,,,$ 18.00,
How To Be Healthy (an Ancient Guide To Wellness),Not Available,Out of stock,Self Help,,,,$ 17.99,
How To Focus (a Monastic Guide For An Age Of Distraction),Not Available,Out of stock,Self Help,,,,$ 17.95,
45 Ways To Live Like An Italian (italian-inspired Self-care Traditions For Everyday Happiness),Not Available,Out of stock,Self Help,,,,$ 19.99,
"How To Make People Laugh (how To Be Witty, Become More Charismatic, And Improve Your Conversations)",Not Available,Out of stock,Self Help,,,,$ 20.00,
Leadership Strategy And Tactics (learn To Lead Like A Navy Seal),Not Available,Out of stock,Self Help,,,,$ 17.02,
How To Be Your Own Therapist (boost Your Mood And Reduce Your Anxiety In 10 Minutes A Day),Not Available,Out of stock,Self Help,,,,$ 14.40,
How To Calm Your Mind (finding Productivity In Anxious Times),Not Available,Out of stock,Self Help,,,,$ 14.40,
Break The Cycle (a Guide To Healing Intergenerational Trauma),Not Available,Out of stock,Self Help,,,,$ 22.26,
The Defining Decade (why Your Twenties Matter And How To Make The Most Of Them Now),Not Available,Out of stock,Self Help,,,,$ 19.64,
Big Feelings (how To Be Okay When Things Are Not Okay),Not Available,Out of stock,Self Help,,,,$ 15.84,
Platonic (how Understanding Your Attachment Style Can Help You Make And Keep Friends),Not Available,Out of stock,Self Help,,,,$ 14.40,
Manifest In Action (unlock Your Limitless Potential),Not Available,Out of stock,Self Help,,,,$ 24.00,
Becoming A Social Worker For Dummies,Not Available,Out of stock,Self Help,,,,$ 24.99,
"The Keys To Kindness (how Kindness Unlocks Wellbeing, Success And Purpose)",Not Available,Out of stock,Self Help,,,,$ 14.40,
Rich Af (the Winning Money Mindset That Will Change Your Life),Not Available,Out of stock,Self Help,,,,$ 29.00,
"How To Be Love(d) (simple Truths For Going Easier On Yourself, Embracing Imperfection & Loving Your Way To A Better Life)",Not Available,Out of stock,Self Help,,,,$ 21.60,
The Worthy Mind (transform Your Mindset. Strengthen Self-worth.),Not Available,Out of stock,Self Help,,,,$ 16.99,
The Miracle Morning (updated And Expanded Edition) (the 6 Habits That Will Transform Your Life Before 8am),Not Available,Out of stock,Self Help,,,,$ 18.72,
The Miracle Morning (the Miracle Morning Book 1) ((updated And Expanded Edition) The Not-so-obvious Secret Guaranteed To Transform Your Life (before 8am)),Not Available,Out of stock,Self Help,,,,$ 24.85,
"The 7 Habits Of Highly Effective People: Habit Tracker ((life Goals, Daily Habits Journal, Goal Setting))",Not Available,Out of stock,Self Help,,,,$ 16.99,
"Slow Down, Take A Nap (a Celebration Of The Siesta)",Not Available,Out of stock,Self Help,,,,$ 12.99,
The Greatest Manifestation Book (is The One Written By You),Not Available,Out of stock,Self Help,,,,$ 28.82,
"Great Bookish Quotes (words From Authors, Libraries, And Books That Shaped The World)",Not Available,Out of stock,Self Help,,,,$ 16.99,
The Leader's Guide To Managing Risk (a Proven Method To Build Resilience And Reliability),Not Available,Out of stock,Self Help,,,,$ 26.20,
You Are A Badass(r) Guided Journal (practices To Embrace Your Greatness And Create An Awesome Life),Not Available,Out of stock,Self Help,,,,$ 20.00,
The Art Of Laziness (overcome Procrastination & Improve Your Productivity),Not Available,Out of stock,Self Help,,,,$ 21.98,
Spark Winning Strategy (learn How To Build A Winning Strategy For Any Goal In Five Simple Steps),Not Available,Out of stock,Self Help,,,,$ 10.00,
How To Be The Love You Seek (the Instant Sunday Times Bestseller),Not Available,Out of stock,Self Help,,,,$ 24.88,
The Bezos Blueprint (communication Secrets That Power Amazon's Success),Not Available,Out of stock,Self Help,,,,$ 14.40,
Feng Shui Your Life (a Beginner’s Guide To Using Your Home To Attract The Life Of Your Dreams),Not Available,Out of stock,Self Help,,,,$ 14.40,
"The Joy Of Saying No (a Simple Plan To Stop People Pleasing, Reclaim Boundaries, And Say Yes To The Life You Want)",Not Available,Out of stock,Self Help,,,,$ 18.72,
Will,Not Available,Out of stock,Self Help,,,,$ 16.56,
Happiness (the Only True Prosperity),Not Available,Out of stock,Self Help,,,,$ 19.00,
Forgiveness (the Strength Lies In Anger),Not Available,Out of stock,Self Help,,,,$ 19.00,
Master The Art Of Manners (modern-day Etiquette For Any Situation),Not Available,Out of stock,Self Help,,,,$ 21.99,
"Limitless Expanded Edition (upgrade Your Brain, Learn Anything Faster, And Unlock Your Exceptional Life)",Not Available,Out of stock,Self Help,,,,$ 34.57,
The Cat Who Taught Zen,Not Available,Out of stock,Self Help,,,,$ 25.00,
The Set Boundaries Deck (a Tool For Expressing Healthy Limits For Happier Relationships),Not Available,Out of stock,Self Help,,,,$ 27.50,
The Good Habit Workbook (a Practical Toolkit To Help You Change Your Life One Good Habit At A Time),Not Available,Out of stock,Self Help,,,,$ 17.02,
The First Rule Of Mastery (stop Worrying About What People Think Of You),Not Available,Out of stock,Self Help,,,,$ 30.00,
Same As Ever (a Guide To What Never Changes),Not Available,Out of stock,Self Help,,,,$ 30.00,
"Same As Ever (timeless Lessons On Risk, Opportunity And Living A Good Life)",Not Available,Out of stock,Self Help,,,,$ 21.60,
"Three Magic Words (the Key To Power, Peace, And Plenty )",Not Available,Out of stock,Self Help,,,,$ 19.99,
The Complete Book Of Self-sufficiency (the Classic Guide For Realists And Dreamers),Not Available,Out of stock,Self Help,,,,$ 35.37,
The Thinking Toolbox (thirty-five Lessons That Will Build Your Reasoning Skills),Not Available,Out of stock,Self Help,,,,$ 38.84,
"Believe (an Empowering And Honest Memoir From Leigh-anne Pinnock, Member Of One Of The World's Biggest Girl Bands, Little Mix.)",Not Available,Out of stock,Self Help,,,,$ 28.82,
Grimoire Girl (creating An Inheritance Of Magic And Mischief),Not Available,Out of stock,Self Help,,,,$ 30.00,
The Stress Relief Guided Journal (your Space To Let Go Of Tension And Relax In 5 Minutes A Day),Not Available,Out of stock,Self Help,,,,$ 22.26,
The Garden Within (where The War With Your Emotions Ends And Your Most Powerful Life Begins),Not Available,Out of stock,Self Help,,,,$ 23.57,
Investing In Commodities,Not Available,Out of stock,Self Help,,,,$ 19.00,
Investing In Etfs For Dummies,Not Available,Out of stock,Self Help,,,,$ 19.00,
The Stoicism Book Of Quotes (over 200 Inspirational Quotations From The Greatest Stoic Philosophers),Not Available,Out of stock,Self Help,,,,$ 13.50,
"Act Like A Leader, Think Like A Leader (updated Edition)",Not Available,Out of stock,Self Help,,,,$ 32.00,
"Working Identity, Updated Edition, With A New Preface (unconventional Strategies For Reinventing Your Career)",Not Available,Out of stock,Self Help,,,,$ 30.00,
Emotional Intelligence Habits,Not Available,Out of stock,Self Help,,,,$ 40.65,
Slingshot,Not Available,Out of stock,Self Help,,,,$ 22.00,
I Hope You Fail (ten Hater Statements Holding You Back From Getting Everything You Want),Not Available,Out of stock,Self Help,,,,$ 26.20,
"Surrounded By Vampires (or, How To Slay The Time, Energy And Soul Suckers In Your Life)",Not Available,Out of stock,Self Help,,,,$ 18.72,
Clear Thinking (turning Ordinary Moments Into Extraordinary Results),Not Available,Out of stock,Self Help,,,,$ 22.26,
Digital Sat Reading And Writing Practice Questions,Not Available,Out of stock,Self Help,,,,$ 92.00,
"Why Defi Matters (what Cryptoassets, Web3 And The Metaverse Really Mean For Finance)",Not Available,Out of stock,Self Help,,,,$ 47.25,
Building A Non-anxious Life,Not Available,Out of stock,Self Help,,,,$ 33.58,
Rich Dad Classics Boxed Set,Not Available,Out of stock,Self Help,,,,$ 27.45,
Human Being (reclaim 12 Vital Skills We’re Losing To Technology),Not Available,Out of stock,Self Help,,,,$ 27.00,
The Rules Handbook (a Guide To Creating Loving And Lasting Relationships),Not Available,Out of stock,Self Help,,,,$ 17.99,
Dream Big And Win (translating Passion Into Purpose And Creating A Billion-dollar Business),Not Available,Out of stock,Self Help,,,,$ 28.00,
